year;state;month;number;date
2012;Acre;Janeiro;0.0;2012-01-01
2012;Acre;Fevereiro;0.0;2012-01-01
2012;Acre;Março;1.0;2012-01-01
2012;Acre;Abril;1.0;2012-01-01
2012;Acre;Maio;3.0;2012-01-01
2012;Acre;Junho;7.0;2012-01-01
2012;Acre;Julho;71.0;2012-01-01
2012;Acre;Agosto;739.0;2012-01-01
2012;Acre;Setembro;1.996;2012-01-01
2012;Acre;Outubro;348.0;2012-01-01
2012;Acre;Novembro;13.0;2012-01-01
2012;Acre;Dezembro;1.0;2012-01-01
