year;state;month;number;date
2016;Santa Catarina;Maio;26.0;2016-01-01
2017;Santa Catarina;Maio;36.0;2017-01-01
2015;Santa Catarina;Junho;104.0;2015-01-01
2016;Santa Catarina;Junho;79.0;2016-01-01
2017;Santa Catarina;Junho;70.0;2017-01-01
2015;Santa Catarina;Julho;45.0;2015-01-01
2016;Santa Catarina;Julho;480.0;2016-01-01
2017;Santa Catarina;Julho;591.0;2017-01-01
2015;Santa Catarina;Agosto;379.0;2015-01-01
2016;Santa Catarina;Agosto;765.0;2016-01-01
2017;Santa Catarina;Agosto;713.0;2017-01-01
2015;Santa Catarina;Setembro;156.0;2015-01-01
2016;Santa Catarina;Setembro;644.0;2016-01-01
2017;Santa Catarina;Setembro;626.0;2017-01-01
2015;Santa Catarina;Outubro;21.0;2015-01-01
2016;Santa Catarina;Outubro;56.0;2016-01-01
2017;Santa Catarina;Outubro;51.0;2017-01-01
2015;Santa Catarina;Novembro;9.0;2015-01-01
2016;Santa Catarina;Novembro;156.0;2016-01-01
2017;Santa Catarina;Novembro;152.0;2017-01-01
2015;Santa Catarina;Dezembro;19.0;2015-01-01
2016;Santa Catarina;Dezembro;20.0;2016-01-01
2015;Sao Paulo;Janeiro;120.0;2015-01-01
2016;Sao Paulo;Janeiro;85.0;2016-01-01
2017;Sao Paulo;Janeiro;28.0;2017-01-01
2015;Sao Paulo;Fevereiro;69.0;2015-01-01
2016;Sao Paulo;Fevereiro;188.0;2016-01-01
2017;Sao Paulo;Fevereiro;107.0;2017-01-01
2015;Sao Paulo;Março;68.0;2015-01-01
2016;Sao Paulo;Março;82.0;2016-01-01
2017;Sao Paulo;Março;103.0;2017-01-01
2015;Sao Paulo;Abril;76.0;2015-01-01
2016;Sao Paulo;Abril;307.0;2016-01-01
2017;Sao Paulo;Abril;41.0;2017-01-01
2015;Sao Paulo;Maio;65.0;2015-01-01
2016;Sao Paulo;Maio;139.0;2016-01-01
2017;Sao Paulo;Maio;43.0;2017-01-01
2015;Sao Paulo;Junho;147.0;2015-01-01
2016;Sao Paulo;Junho;197.0;2016-01-01
2017;Sao Paulo;Junho;217.0;2017-01-01
2015;Sao Paulo;Julho;149.0;2015-01-01
2016;Sao Paulo;Julho;687.0;2016-01-01
2017;Sao Paulo;Julho;802.0;2017-01-01
2015;Sao Paulo;Agosto;643.0;2015-01-01
2016;Sao Paulo;Agosto;797.0;2016-01-01
2017;Sao Paulo;Agosto;981.0;2017-01-01
2015;Sao Paulo;Setembro;368.0;2015-01-01
2016;Sao Paulo;Setembro;490.0;2016-01-01
2017;Sao Paulo;Setembro;2.868;2017-01-01
2015;Sao Paulo;Outubro;213.0;2015-01-01
2016;Sao Paulo;Outubro;177.0;2016-01-01
2017;Sao Paulo;Outubro;179.0;2017-01-01
2015;Sao Paulo;Novembro;21.0;2015-01-01
2016;Sao Paulo;Novembro;39.0;2016-01-01
2017;Sao Paulo;Novembro;37.0;2017-01-01
2015;Sao Paulo;Dezembro;45.0;2015-01-01
2016;Sao Paulo;Dezembro;47.0;2016-01-01
2015;Sergipe;Janeiro;44.0;2015-01-01
2016;Sergipe;Janeiro;9.0;2016-01-01
2017;Sergipe;Janeiro;31.0;2017-01-01
2015;Sergipe;Fevereiro;40.0;2015-01-01
2016;Sergipe;Fevereiro;22.0;2016-01-01
2017;Sergipe;Fevereiro;18.0;2017-01-01
2015;Sergipe;Março;49.0;2015-01-01
2016;Sergipe;Março;26.0;2016-01-01
2017;Sergipe;Março;16.0;2017-01-01
2015;Sergipe;Abril;35.0;2015-01-01
2016;Sergipe;Abril;14.0;2016-01-01
2017;Sergipe;Abril;8.0;2017-01-01
2015;Sergipe;Maio;11.0;2015-01-01
2016;Sergipe;Maio;9.0;2016-01-01
2017;Sergipe;Maio;1.0;2017-01-01
2015;Sergipe;Junho;3.0;2015-01-01
2016;Sergipe;Junho;1.0;2016-01-01
2017;Sergipe;Junho;0.0;2017-01-01
2015;Sergipe;Julho;0.0;2015-01-01
2016;Sergipe;Julho;0.0;2016-01-01
2017;Sergipe;Julho;0.0;2017-01-01
2015;Sergipe;Agosto;0.0;2015-01-01
2016;Sergipe;Agosto;6.0;2016-01-01
2017;Sergipe;Agosto;0.0;2017-01-01
2015;Sergipe;Setembro;1.0;2015-01-01
2016;Sergipe;Setembro;2.0;2016-01-01
2017;Sergipe;Setembro;0.0;2017-01-01
2015;Sergipe;Outubro;6.0;2015-01-01
2016;Sergipe;Outubro;10.0;2016-01-01
2017;Sergipe;Outubro;0.0;2017-01-01
2015;Sergipe;Novembro;47.0;2015-01-01
2016;Sergipe;Novembro;17.0;2016-01-01
2017;Sergipe;Novembro;1.0;2017-01-01
2015;Sergipe;Dezembro;63.0;2015-01-01
2016;Sergipe;Dezembro;36.0;2016-01-01
2015;Tocantins;Janeiro;186.0;2015-01-01
2016;Tocantins;Janeiro;42.0;2016-01-01
2017;Tocantins;Janeiro;61.0;2017-01-01
2015;Tocantins;Fevereiro;65.0;2015-01-01
2016;Tocantins;Fevereiro;383.0;2016-01-01
2017;Tocantins;Fevereiro;25.0;2017-01-01
2015;Tocantins;Março;85.0;2015-01-01
2016;Tocantins;Março;165.0;2016-01-01
2017;Tocantins;Março;98.0;2017-01-01
2015;Tocantins;Abril;88.0;2015-01-01
2016;Tocantins;Abril;369.0;2016-01-01
2017;Tocantins;Abril;164.0;2017-01-01
2015;Tocantins;Maio;512.0;2015-01-01
2016;Tocantins;Maio;778.0;2016-01-01
2017;Tocantins;Maio;576.0;2017-01-01
2015;Tocantins;Junho;1.15;2015-01-01
2016;Tocantins;Junho;1.148;2016-01-01
2017;Tocantins;Junho;1.32;2017-01-01
2015;Tocantins;Julho;1.217;2015-01-01
2016;Tocantins;Julho;2.737;2016-01-01
2017;Tocantins;Julho;2.397;2017-01-01
2015;Tocantins;Agosto;2.54;2015-01-01
2016;Tocantins;Agosto;3.213;2016-01-01
2017;Tocantins;Agosto;3.536;2017-01-01
2015;Tocantins;Setembro;5.51;2015-01-01
2016;Tocantins;Setembro;3.245;2016-01-01
2017;Tocantins;Setembro;10.737;2017-01-01
2015;Tocantins;Outubro;4.844;2015-01-01
2016;Tocantins;Outubro;2.032;2016-01-01
2017;Tocantins;Outubro;2.969;2017-01-01
2015;Tocantins;Novembro;833.0;2015-01-01
2016;Tocantins;Novembro;623.0;2016-01-01
2017;Tocantins;Novembro;434.0;2017-01-01
2015;Tocantins;Dezembro;373.0;2015-01-01
2016;Tocantins;Dezembro;119.0;2016-01-01
